alpha,beta,gamma,delta
-0.29851048068176717,-0.23364796286571396,7.229918363076745,8.345551950911904
-0.28305637236346376,-0.24231310403949752,7.257374897740928,8.248736195326428
-0.28305637236346376,-0.24231310403949752,7.257374897740928,8.248736195326428
-0.2680803011242478,-0.23713024518632775,7.333733815943448,8.290380565966672
-0.2742182663332225,-0.2438608030504577,7.4235148614148025,8.198407723613048
-0.2596572040425212,-0.23465000877137349,7.0615373461861015,8.15841609237483
-0.25047016431150393,-0.24647387404741253,7.3807124136359175,7.834796677422853
-0.27316568641272626,-0.228891544141258,8.017940206061624,7.343697530070833
-0.269197579643443,-0.2303332803316869,7.7351624109404415,7.539272777587466
-0.269197579643443,-0.2303332803316869,7.7351624109404415,7.539272777587466
-0.22017673212239555,-0.26499235016546857,7.947846937627858,7.186330032802614
-0.25774758129206704,-0.2500792074461407,7.705557597166406,7.523114162112149
-0.24326477744806763,-0.24610843537176003,7.51789934676209,7.7909286293249975
-0.25053026375802107,-0.23715652071192664,7.539794769764995,7.372309624271124
-0.22770217937822845,-0.2488931041156439,7.708579232864971,7.454098908922994
-0.27619059090464937,-0.2279934655116441,7.420429494803507,7.594796167929832
-0.21015290171291184,-0.27834497113552836,7.5934789935826785,7.608609898246224
-0.23454293067878826,-0.23204952816602042,7.237443411381826,7.504653066385695
-0.2578602344920399,-0.24478007776359587,7.994173061266158,7.352529046169899
-0.2684218285205678,-0.24357157564892618,7.443127689478812,8.122799411184653
-0.25787265519611596,-0.2672408445145693,7.739353823279528,8.058117314821212
-0.293682194226289,-0.25572190699916675,8.118316688544391,7.781680993391162
-0.26314096789485114,-0.22799293337789955,7.210009695304582,7.769526666962451
-0.26314096789485114,-0.22799293337789955,7.210009695304582,7.769526666962451
-0.22668762742110937,-0.26212270276943395,8.20701827470577,6.913150669112252
-0.26561183026743646,-0.2466306087161032,7.799045882697168,7.768669050957608
-0.2627309058397656,-0.25438287943756216,8.110962187982569,7.586249267097378
-0.2405743355681889,-0.23224430003595267,7.636145645447196,7.0922225947345385
-0.2543658858049882,-0.2659322162222885,7.908376093635129,7.698981980567158
-0.24704461663650254,-0.296162786727787,7.720150608102408,7.976472770020728
-0.25045271830879673,-0.211845368909452,7.948771746306335,7.013859666358566
-0.2384916597081494,-0.27752331128840046,7.263271846902179,8.402535404752319
-0.2508570470255938,-0.23529303321893308,7.706579880279137,7.493251731875601
-0.24046807428975342,-0.2548243040508275,7.432782415374432,7.717595845464039
-0.24046807428975342,-0.2548243040508275,7.432782415374432,7.717595845464039
-0.2476292395638843,-0.2594090112437888,7.5288802555166034,7.802634176497999
-0.27345112475775807,-0.2644083667420153,7.845371795023105,7.859662048661111
-0.29431714070062875,-0.24151922086184738,8.054757297978314,8.022916981738991
-0.2818393764879942,-0.24738201645819896,7.564855222258712,7.9806003486852575
-0.24023460562723858,-0.26009440735493705,7.579658412707109,7.91964637531604
-0.25853945311915943,-0.22919137680407023,7.648149558566992,7.594128310386346
-0.2521068120691466,-0.23387151676742765,7.808666686202217,7.2589244099176105
-0.2524204516176526,-0.26320658356606996,7.692662911846127,7.720353322538792
-0.24500099748615609,-0.2457410530989861,7.930993166923601,6.942276621761969
-0.2714170484401998,-0.2356498466138573,8.068147751812567,7.149630822704576
-0.24350398709213986,-0.24918509720500395,8.082349803500994,6.870940135636238
-0.2501442529646947,-0.25876729760303036,7.1840412308641906,8.477937665430336
-0.23295487309126248,-0.23841871949785884,7.420651199144889,7.546766457637191
-0.23295487309126248,-0.23841871949785884,7.420651199144889,7.546766457637191
-0.2500156820516596,-0.20522908631227674,6.96952129508547,7.698990532085252
-0.25989679646963015,-0.27476280440922957,7.615876061718344,8.302093996041386
-0.21723442213937605,-0.2528410980302177,7.497601290718777,7.465901801649687
-0.21723442213937605,-0.2528410980302177,7.497601290718777,7.465901801649687
-0.22658151166564175,-0.26425586172470455,7.0148911487879895,7.950507792324896
-0.26465587009266656,-0.23474559638572745,8.194179372793247,7.301612479974936
-0.2651817619172652,-0.24524209116247928,7.826381878129298,7.849963842113794
-0.250377870858761,-0.2291137749686467,7.640308361835562,7.517699903039769
-0.23451931689247818,-0.251204479370511,7.708940599664556,7.094230008473572
-0.22491984793438796,-0.2584241078197511,7.532480487155392,7.38895745951153
-0.25710077974153067,-0.2693063518865639,7.812267019650091,7.923370900877177
-0.24341788481269425,-0.2335872171930468,7.8859656008979115,7.033232844269481
-0.26363535629492013,-0.2451006459960591,7.760097776263101,7.734004460676481
-0.2790477506646518,-0.2651660637593245,8.125286135912429,7.740630320012737
-0.23394546544691455,-0.24907234216224394,7.5810419735934325,7.625832827261938
-0.23348098831216157,-0.2451337292289849,7.765216193980703,7.188866454781565
-0.22517244464964095,-0.2690391499586674,8.34587278770815,6.6999837277643675
-0.2876631265347089,-0.2288918125167712,6.999018623060458,8.404351811078985
-0.27232116119420025,-0.23910011619824018,7.703002187726473,7.853629428109568
-0.26766229667470703,-0.2441624582037281,7.575786031401009,8.033744072502577
-0.2634509306824474,-0.2448991796820046,8.356076993927894,7.334204226558288
-0.21398436977555554,-0.25860629111250844,6.780744865470458,7.869550710204802
-0.23219992665189496,-0.24387448350176638,6.8593611799986,8.30614888657969
-0.2571349888070097,-0.249058795189529,7.496158704015298,7.878188402363348
-0.2354850892436697,-0.24795667565197635,7.123213286327488,7.602824629657402
-0.24711106694332954,-0.2543884366935665,6.676500367588583,8.389345438110185
-0.226551574998428,-0.25507653520899426,7.768229379107778,6.93381907042328
-0.2670962553422289,-0.25094661308315164,7.700922225342571,7.965619689844527
-0.22981312769047976,-0.22035356783342286,7.383628751105942,7.558053912465574
-0.23599470132363487,-0.23234861181483155,7.353841432151653,7.374957254718663
-0.22090045839018255,-0.26249261704278065,7.0768423982194,7.881338078939505
-0.22326058849818867,-0.24892354325047228,7.185639691144984,7.671376530911987
-0.2547568502629173,-0.26904634009566225,8.353564436880816,7.563413406378155
-0.20739352352661417,-0.2504914553194447,6.927783955664792,7.677994954885781
-0.2126267378191043,-0.263295953541291,7.5574622806330005,7.657488184526721
-0.2767770357551582,-0.2639785343722501,8.062153581225326,7.451956979268365
-0.26410537909363924,-0.25859651107085346,8.282104645882171,7.793549096201616
-0.24976027810316015,-0.21546266849566886,7.811514735798338,7.359887135318601
-0.2518475393128368,-0.2537286542492221,7.348021050968125,7.806602566238487
-0.2236075596693411,-0.2564250145877179,7.046455304836512,8.045558353799054
-0.2546055384067497,-0.23640378379743837,7.625439407991937,7.674565861327669
-0.25140583862479465,-0.24216397398743963,7.112793510471612,7.964303405050985
-0.24334547982042437,-0.250694660134753,7.4048812704568645,8.059274568941854
-0.24205436045778306,-0.22495729069640713,6.991099655604147,7.909682120602255
-0.24081498705828788,-0.21409715024374973,6.916616118367271,7.488327013327701
-0.24027488506602157,-0.30329614804336874,7.952206284983573,8.085322810563273
-0.22968525789845096,-0.25864616574307825,7.059301864611926,8.200830879098339
-0.254948260059899,-0.2338394205667487,8.20458099370965,7.170741552693124
-0.26193028144955394,-0.20370187867469378,7.600949872267811,7.372672794780754
-0.24244161505264564,-0.26777959141503976,7.859208317415829,7.362265570006752
-0.2344942648911634,-0.255480172466361,7.769542449203831,7.174427032312366
-0.24339167393549307,-0.2581433769466491,7.059405157170142,8.083628560225812
-0.23744429072207265,-0.25963000863700975,7.58171504659478,7.721515245880284
-0.23620722616303652,-0.25239650913337325,7.452607793204193,7.825924444028057
-0.2518287238993848,-0.2393579416128588,7.81452078016155,7.3786595775292065
-0.2594977989375737,-0.23328141817539014,8.064410306963781,7.439043091908645
-0.23915839392364374,-0.283326212267483,7.742036059205967,7.652321366621288
-0.26344355681901543,-0.21244141645505707,7.496376762803494,7.623634860185653
-0.2532500640966683,-0.21976500689686196,7.5169655840596885,7.285800901949196
-0.2532500640966683,-0.21976500689686196,7.5169655840596885,7.285800901949196
-0.2456305337199084,-0.265424196592668,8.020661846730409,7.549756081674191
-0.23452237863716818,-0.27415716759344433,8.153568842343953,7.3409427348050365
-0.26010224203842663,-0.2838949338958769,8.33966842367479,7.781463130417051
-0.22231500358206094,-0.2563273754321359,8.300681640048152,6.706423417601209
-0.2274303620193223,-0.24975500245777504,8.286704942509624,6.803111405106887
-0.2451363715449881,-0.2553905487793163,8.685522594815437,6.587381813787958
-0.21703434125432927,-0.25201487959816865,7.58452278313685,6.9807580980616155
-0.2466533283425428,-0.22935351146063584,7.5039430441153945,7.247223628380428
-0.25675148795931835,-0.22602059369962949,7.249840039534045,7.580338784230612
-0.28119075401831617,-0.21782213747670032,7.796988017827741,7.469888634149273
-0.23029653016690732,-0.2419942589373515,7.119850568837363,7.774727951600597
-0.22925414891212587,-0.2284090204843525,7.193823462204619,7.413188583253144
-0.261895180884226,-0.2618146440704974,7.697232166327502,7.860994543484316
-0.2504305870741323,-0.24157806568424145,7.6746350182950005,7.545676377015451
-0.23479590105300008,-0.2579441169266469,7.937108411880498,7.068319286828046
-0.2874194909231901,-0.2259206363351122,7.726119315053117,8.120340747798878
-0.2874194909231901,-0.2259206363351122,7.726119315053117,8.120340747798878
-0.1985002553288085,-0.2809740303393267,7.620653671645237,7.253634515789606
-0.20974189481053468,-0.2841287446616978,7.3553455360166815,7.831557038577156
-0.2095762479576399,-0.2752780659769633,7.4680102947556986,7.5970142569240435
-0.27262215534086526,-0.26069962008099035,7.56054024489124,7.9126196311423564
-0.22129536017251428,-0.24993090511992536,7.736625071806771,6.98922302779017
-0.24696909075488727,-0.2471134157242496,8.273120630268771,7.002669610235407
-0.24598751966322555,-0.24475920861210942,8.397844087600204,7.1179941217961415
-0.25338829937260604,-0.26425711065911955,7.401126535569655,7.861437121501763
-0.2373432769852302,-0.26335725988710784,7.5788075180277295,8.042560943763002
-0.23828186192728829,-0.26383915276180964,8.252032488776793,6.938546432307934
-0.23476305814547488,-0.21211303963538533,7.375589075954748,7.122446849096435
-0.27892053650259774,-0.25181677093925187,7.968979081236105,7.500879721426586
-0.22781237580662517,-0.252438001249834,7.877633017497026,7.312834471097798
-0.2511371915725683,-0.20967032191520418,7.435527590575327,7.622813062208774
-0.25342586768218206,-0.23605585281576283,7.8471834790527515,7.4552129067317505
-0.2430920088638287,-0.2407399568535859,7.5625378537339625,7.596817299672763
-0.2546921452443295,-0.2404934003006389,7.618139179080918,7.569665798898775
-0.22636323866338232,-0.2807960159881122,6.572293805007872,8.410163492506568
-0.23827614529001306,-0.2729425621672935,6.8426816980612974,8.248296221270303
-0.25672683524152895,-0.2322523972744144,8.094314885948208,6.537883436942752
-0.2543986940135123,-0.24052738169389015,7.056300836825563,8.488354234994622
-0.25610172538070786,-0.23386043398605436,8.226284022127327,6.6080940425298405
-0.22580235423064907,-0.27432775451855923,7.255231022872754,8.527605741797963
-0.237328771589826,-0.29162913345623775,6.971912119844868,8.477155429066306
-0.24456287002504662,-0.23927137734975282,6.924011576483358,7.852575146147915
-0.25768776912503705,-0.252550508516254,7.214150830447648,7.843381850967378
-0.26028560840831283,-0.24755198696530012,7.726339047475774,7.705603034955027
-0.2130489658694151,-0.2539710197121399,7.19390880954561,7.858769490028749
-0.21735432684547593,-0.25436220033329343,7.016858607081899,7.714728046075501
-0.2153915250621393,-0.2469181496467817,7.156533409815249,7.818017300316411
-0.26585447819667724,-0.25413458264318123,7.823331610416963,7.56958197775568
-0.21700250458481374,-0.26346009867954595,7.876223084019565,7.15406707467667
-0.28093145725312985,-0.2679567061907523,8.650295931521246,7.367648901525319
-0.271501407815287,-0.23089032826145,7.770613662368539,7.496901352792229
-0.24838602573056634,-0.22867946104528364,7.799495429507788,7.2744460671818585
-0.2631358776490749,-0.25724713118335235,8.273562117784612,7.414049611187497
-0.22160785788024256,-0.2544130854261835,7.177904919904765,7.832659511744173
-0.26180826757244835,-0.2592923274153105,7.7247023979030915,8.082280838827963
-0.2575979373248887,-0.2589281076104994,7.537096829367542,7.531443709319567
-0.28565040304098377,-0.23543066952209657,7.749658538043495,7.362255617453292
-0.2484534363168453,-0.2632882216885578,7.1112344124588684,7.835120605715166
-0.28061343369008257,-0.25822558500245507,7.583166140565763,7.772746799837984
-0.24582268506895574,-0.24788440118825947,7.447818476978375,7.403964729671089
-0.2588778816366955,-0.2636981559511351,7.526363658362028,7.64116896282861
-0.2535113395565423,-0.22775509187708598,7.978333818784658,7.306238855893821
-0.24103606978983066,-0.24099593116028825,7.72789546212886,6.996212366817263
-0.2371475856852768,-0.249327696500314,7.956207229385112,7.302776241763154
-0.25817449365563544,-0.2456029621521465,7.390761162592393,7.974834531944117
-0.223387092849877,-0.24560185168317075,7.365330987845002,7.663990383450403
-0.23353117744586893,-0.29294864816329463,8.123023926785297,7.860106293393538
-0.24887012131476424,-0.2739529159169598,7.8130439794148305,7.534294638362369
-0.25124588769926187,-0.2602513608107184,7.941339330949153,7.186907482326052
-0.22649780500203015,-0.24247019556824342,7.657738320997569,7.365195534732908
-0.26991788237858666,-0.2222191936442689,8.071272506747356,7.1389099868099715
-0.2776183475001785,-0.22974574443771179,8.368772376087572,7.166487308170727
-0.23978084055569893,-0.25998420019547963,7.771330555846539,7.46620898649723
-0.24364196722375822,-0.235724552906368,7.367222906894052,8.183395312174731
-0.24326080069075595,-0.23649801109288182,7.116477215713616,7.9854212792011205
-0.27489987329668203,-0.2432900488012915,7.309753545514666,8.045079015673213
-0.2575516263962048,-0.2714447054883284,7.863119118104235,7.570617468949064
-0.24614338042513323,-0.25021467918973245,7.736616345989736,7.815954181218028
-0.2634010951489423,-0.25685506084676796,8.062051191146999,7.393695015319079
-0.22525960561926092,-0.21557811874008728,6.91762226204631,7.793236702624447
-0.23198178659918023,-0.21643078283911998,6.952806729273518,7.711449502154534
-0.24373230962133996,-0.2254127835276015,7.758683768492108,7.193242076304227
-0.24674023898559788,-0.2394818597987413,7.670706816227156,7.254618655421005
-0.24826983291450844,-0.28042368164099263,8.212068365807907,7.30452264431479
-0.2593456165708791,-0.21958214511813431,7.15673635931936,7.841653956328487
-0.2550635419375419,-0.223464662237876,7.121993121381765,7.69910148254747
-0.23053547030543745,-0.24831617680948098,7.099722751082144,8.047775076892986
-0.24774919668748463,-0.24228093610618723,7.57842232612412,7.656269088845068
-0.24587257697529988,-0.26974392670611036,7.933384586366581,7.683939166782693
-0.2321880042154071,-0.27003865323526344,7.945439156787844,7.327488494218977
-0.27203620952216323,-0.2801778033632452,8.52969467278004,7.546003205212904
-0.2506962990229639,-0.27801310215359837,8.40059534539708,7.322665844694741
-0.21542762858281436,-0.21253261608659113,6.508877896430711,7.94598514444587
-0.23457089554771887,-0.2148627851404233,6.559194071967704,7.981370168814728
-0.26186347413294386,-0.2237305353670095,6.799654101921801,8.145288261458042
-0.22263033251461412,-0.2541345174736127,7.383505877387468,7.639480770215682
-0.2014570521654949,-0.2582292436056854,7.226114429588702,7.792212415407145
-0.29235016785558254,-0.23021605502323111,7.555995642677418,7.699527196702395
-0.25688891962710564,-0.22070953938911303,7.075318518236219,7.410256847834596
-0.2443892996997054,-0.2554114040769511,8.255576892545298,7.566174414955049
-0.24838765146817224,-0.2639789224403396,8.172925978064022,7.339789002946586
-0.2715346682949161,-0.20078397389938488,7.283499685828798,7.580013525086015
-0.2569650896110178,-0.22123780306815685,8.315833842848777,6.7330776694202
-0.2578847337032518,-0.23226324433345932,8.078783045153695,7.01060562245189
-0.24917796972898118,-0.22605171697843948,7.272860928782829,7.877118331516531
-0.26440833288211635,-0.2641799506689785,7.807907693768805,8.222746821782575
